namevariant,preflabel,coords,wikidata,atlasofmutualheritage
"Gough eiland","Gonçalo Álvares eiland","Point(-40.3135 -9.93688)",http://www.wikidata.org/entity/Q505935,https://www.atlasofmutualheritage.nl/en/Gough-Island.9642p
"Diego Alvarez eiland","Gonçalo Álvares eiland","Point(-40.3135 -9.93688)",http://www.wikidata.org/entity/Q505935,https://www.atlasofmutualheritage.nl/en/Gough-Island.9642p
Montreal,Montreal,"Point(45.499 -73.5861)",http://www.wikidata.org/entity/Q340,https://www.atlasofmutualheritage.nl/en/Montreal.9652p
Martinique,Martinique,"Point(14.6924 -61.0276)",,https://www.atlasofmutualheritage.nl/en/Martinique.9683p
Hispaniola,Hispaniola,"Point(19.0418 -71.5203)",http://www.wikidata.org/entity/Q25277,https://www.atlasofmutualheritage.nl/en/Hispaniola.9687p
"Saint Martin","Saint Martin","Point(18.0831 -63.048)",,https://www.atlasofmutualheritage.nl/en/Saint-Martin.9695p
"fort Noord-Holland","Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
"fort Noordholland","Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
"fort Kelang","Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
"fort Nassau","Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
"fort Nassouw","Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
Zeepunt,"Noord-Holland, fort","Point(25.1545 121.761)",http://www.wikidata.org/entity/Q104534286,https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c
"redoute Victoria","Victoria, redoute (Taiwan)","Point(25.1582 121.766)",http://www.wikidata.org/entity/Q104534287,https://www.atlasofmutualheritage.nl/en/Victoria-redoubt-(Taiwan).9699c
Pockel,"Victoria, redoute (Taiwan)","Point(25.1582 121.766)",http://www.wikidata.org/entity/Q104534287,https://www.atlasofmutualheritage.nl/en/Victoria-redoubt-(Taiwan).9699c
Guadeloupe,Guadeloupe,"Point(15.9973 -61.7234)",,https://www.atlasofmutualheritage.nl/en/Guadeloupe.9708p
Trinidad,Trinidad,"Point(10.4025 -61.2336)",,https://www.atlasofmutualheritage.nl/en/Trinidad.9714p
"Grote Berg","Grote Berg","Point(12.1898 -68.9969)",,https://www.atlasofmutualheritage.nl/en/Grote-Berg.9740p
Bloedfort,Bloedfort,"Point(12.1106 -68.931)",,https://www.atlasofmutualheritage.nl/en/Fort-Bloed.9744p
"Peninika (kreek)","Peninika (kreek)","Point(5.3004 -54.6185)",,https://www.atlasofmutualheritage.nl/en/Peninika-Creek.9796p
"Tamapati (kreek)","Tamapati (kreek)","Point(5.37649 -54.5867)",,https://www.atlasofmutualheritage.nl/en/Tamapati-Creek.9798p
"Mapane (kreek)","Mapane (kreek)","Point(5.46667 -54.6833)",,https://www.atlasofmutualheritage.nl/en/Mapane-Creek.9802p
"Caswienica (kreek)","Caswienica (kreek)","Point(5.5027 -54.8067)",,https://www.atlasofmutualheritage.nl/en/Caswienica-Creek.9809p
"Mama (kreek)","Mama (kreek)","Point(5.15 -55.0667)",,https://www.atlasofmutualheritage.nl/en/Mama-Creek.9813p
"Marshall kreek","Marshall kreek","Point(5.2584 -55.1841)",,https://www.atlasofmutualheritage.nl/en/Marshal-Creek.9816p
"Marschals kreek","Marshall kreek","Point(5.2584 -55.1841)",,https://www.atlasofmutualheritage.nl/en/Marshal-Creek.9816p
"Marschalks kreek","Marshall kreek","Point(5.2584 -55.1841)",,https://www.atlasofmutualheritage.nl/en/Marshal-Creek.9816p
"Para (rivier)","Para (rivier)","Point(5.43124 -55.1841)",,https://www.atlasofmutualheritage.nl/en/Para-River.9824p
"Para (kreek)","Para (rivier)","Point(5.43124 -55.1841)",,https://www.atlasofmutualheritage.nl/en/Para-River.9824p
"Coermotibo (Kreek)","Coermotibo (Kreek)","Point(5.75 -54.4)",,https://www.atlasofmutualheritage.nl/en/Coermotibo-Creek.9826p
"Kurmotibo Kreek","Coermotibo (Kreek)","Point(5.75 -54.4)",,https://www.atlasofmutualheritage.nl/en/Coermotibo-Creek.9826p
"Coermotbo Kreek","Coermotibo (Kreek)","Point(5.75 -54.4)",,https://www.atlasofmutualheritage.nl/en/Coermotibo-Creek.9826p
"Coermotibo Rivier","Coermotibo (Kreek)","Point(5.75 -54.4)",,https://www.atlasofmutualheritage.nl/en/Coermotibo-Creek.9826p
"Krabbetago (Kreek)","Krabbetago (Kreek)","Point(5.66817 -54.3375)",,https://www.atlasofmutualheritage.nl/en/Krabbetago-Creek.9832p
"Wana (kreek)","Wana (kreek)","Point(5.35 -55.8333)",http://www.wikidata.org/entity/Q34828188,https://www.atlasofmutualheritage.nl/en/Wana-Creek.9836p
"Mariewoera (kreek)","Mariewoera (kreek)","Point(5.27128 -55.4041)",,https://www.atlasofmutualheritage.nl/en/Mariewoera-Creek.9841p
"Tawariekoera (kreek)","Tawariekoera (kreek)","Point(5.50222 -55.8705)",,https://www.atlasofmutualheritage.nl/en/Tawariekoera-Creek.9844p
"Surnows Kreek","Surnows Kreek","Point(5.37011 -55.8307)",,https://www.atlasofmutualheritage.nl/en/Surnows-Creek.9855p
"Coesowinie rivier","Coesowinie rivier","Point(5.63162 -57.4055)",,https://www.atlasofmutualheritage.nl/en/Coesowinie-River.9864p
"Koemacca kreek","Koemacca kreek","Point(5.9514 -57.0004)",,https://www.atlasofmutualheritage.nl/en/Koemacca-Creek.9868p
"Pararac kreek","Pararac kreek","Point(5.10716 -56.9495)",,https://www.atlasofmutualheritage.nl/en/Pararac-Creek.9870p
"Coppename rivier","Coppename rivier","Point(5.77074 -55.8974)",http://www.wikidata.org/entity/Q11,https://www.atlasofmutualheritage.nl/en/Coppename-River.9882p
"Wanicka kreek","Wanicka kreek","Point(5.73333 -58.15)",,https://www.atlasofmutualheritage.nl/en/Wanicka-Creek.9890p
"Wanika kreek","Wanicka kreek","Point(5.73333 -58.15)",,https://www.atlasofmutualheritage.nl/en/Wanicka-Creek.9890p
"Wanoka kreek","Wanicka kreek","Point(5.73333 -58.15)",,https://www.atlasofmutualheritage.nl/en/Wanicka-Creek.9890p
"Pararac kreek","Pararac kreek","Point(5.63333 -55.1333)",,https://www.atlasofmutualheritage.nl/en/Pararac-Creek.9893p
"Ceder kreek","Ceder kreek","Point(5.72401 -54.9052)",http://www.wikidata.org/entity/Q32610621,https://www.atlasofmutualheritage.nl/en/Ceder-Creek.9899p
Welgemoedt,Welgemoedt,"Point(5.74706 -54.4767)",,https://www.atlasofmutualheritage.nl/en/Welgemoedt.9903p
"Vlamingo Kreek","Vlamingo Kreek","Point(5.88624 -54.2361)",,https://www.atlasofmutualheritage.nl/en/Flamengo-Creek.9905p
"Visschers Kreek","Visschers Kreek","Point(5.89363 -54.2695)",,https://www.atlasofmutualheritage.nl/en/Visschers-Creek.9907p
"Wia-Wia kust","Wia-Wia kust","Point(5.89392 -54.4807)",,https://www.atlasofmutualheritage.nl/en/Wia-Wia-Coast.9913p
"Caswinika rivier","Caswinika rivier","Point(5.71428 -54.6371)",,https://www.atlasofmutualheritage.nl/en/Caswinika-River.9919p
"Casswinika rivier","Caswinika rivier","Point(5.71428 -54.6371)",,https://www.atlasofmutualheritage.nl/en/Caswinika-River.9919p
"Pirika rivier","Pirika rivier","Point(5.81144 -54.679)",,https://www.atlasofmutualheritage.nl/en/Pirika-River.9924p
"Cometawana kreek","Cometawana kreek","Point(5.78286 -54.9058)",,https://www.atlasofmutualheritage.nl/en/Cometawana-Creek.9928p
"Corantijne Rivier","Corantijne Rivier","Point(5.77838 -57.1525)",,https://www.atlasofmutualheritage.nl/en/Courantyne-River.9976p
"Berg en Dal","Berg en Dal","Point(5.13721 -55.0687)",,https://www.atlasofmutualheritage.nl/en/Berg-Dal.10140p
Callao,Callao,"Point(-12.0499 -77.1423)",http://www.wikidata.org/entity/Q105037,https://www.atlasofmutualheritage.nl/en/Callao.10243p
Bahama's,Bahama's,"Point(24.588 -77.8936)",,https://www.atlasofmutualheritage.nl/en/The-Bahamas.10257p
Havana,Havana,"Point(23.1119 -82.3735)",http://www.wikidata.org/entity/Q1563,https://www.atlasofmutualheritage.nl/en/Havana.10260p
"St. Kitts","St. Kitts","Point(17.3602 -62.7675)",http://www.wikidata.org/entity/Q763,https://www.atlasofmutualheritage.nl/en/St.-Kitts.10271p
"St. Christoffel","St. Kitts","Point(17.3602 -62.7675)",http://www.wikidata.org/entity/Q763,https://www.atlasofmutualheritage.nl/en/St.-Kitts.10271p
Antigua,Antigua,"Point(17.1195 -61.8029)",,https://www.atlasofmutualheritage.nl/en/Antiqua.10273p
Waladli,Antigua,"Point(17.1195 -61.8029)",,https://www.atlasofmutualheritage.nl/en/Antiqua.10273p
"St. Lucia","St. Lucia","Point(13.9162 -60.9594)",http://www.wikidata.org/entity/Q760,https://www.atlasofmutualheritage.nl/en/St.-Lucia.10280p
Bequia,Bequia,"Point(13.0104 -61.2314)",http://www.wikidata.org/entity/Q257857,https://www.atlasofmutualheritage.nl/en/Bequia.10282p
Grenada,Grenada,"Point(12.0582 -61.7105)",,https://www.atlasofmutualheritage.nl/en/Grenada.10284p
"Sint Joris Baai","Sint Joris Baai","Point(12.1226 -68.8154)",,https://www.atlasofmutualheritage.nl/en/Saint-Joris-Bay.10302p
"Oostpunt (Curaçao)","Oostpunt (Curaçao)","Point(12.0525 -68.7501)",http://www.wikidata.org/entity/Q22088097,https://www.atlasofmutualheritage.nl/en/Oostpunt-(Curacao).10304p
"fort (Curaçao) Collenburg","Collenburg, fort (Curaçao)","Point(12.0509 -68.8303)",http://www.wikidata.org/entity/Q104534288,https://www.atlasofmutualheritage.nl/en/Collenburg-fort-(Curacao).10310c
"fort (Curaçao) Fuik","Collenburg, fort (Curaçao)","Point(12.0509 -68.8303)",http://www.wikidata.org/entity/Q104534288,https://www.atlasofmutualheritage.nl/en/Collenburg-fort-(Curacao).10310c
"fort (Curaçao) Fuijk","Collenburg, fort (Curaçao)","Point(12.0509 -68.8303)",http://www.wikidata.org/entity/Q104534288,https://www.atlasofmutualheritage.nl/en/Collenburg-fort-(Curacao).10310c
"Straat Le Maire","Straat Le Maire","Point(-54.7872 -64.9191)",http://www.wikidata.org/entity/Q1479175,https://www.atlasofmutualheritage.nl/en/Le-Maire-Strait.10390p
Amazone,Amazone,"Point(0.102459 -50.9108)",,https://www.atlasofmutualheritage.nl/en/Amazon.10393p
"Baai van Boina","Baai van Boina","Point(-15.8357 45.9807)",,https://www.atlasofmutualheritage.nl/en/Boina-Bay.10417p
"Baai van Caledonië","Baai van Caledonië","Point(8.83436 -77.6432)",,https://www.atlasofmutualheritage.nl/en/Bay-Caledonia.10498p
Rabat,Rabat,"Point(34.0256 -6.83466)",http://www.wikidata.org/entity/Q2826510,https://www.atlasofmutualheritage.nl/en/Rabat.10514p
Essaouira,Essaouira,"Point(31.5103 -9.77297)",http://www.wikidata.org/entity/Q216939,https://www.atlasofmutualheritage.nl/en/Essaouira.10515p
Mogador,Essaouira,"Point(31.5103 -9.77297)",http://www.wikidata.org/entity/Q216939,https://www.atlasofmutualheritage.nl/en/Essaouira.10515p
Motkreek,Motkreek,"Point(5.9448 -54.712)",,https://www.atlasofmutualheritage.nl/en/Mot-Creek.10529p
"Leguan Island","Leguan Island","Point(6.92755 -58.4146)",http://www.wikidata.org/entity/Q6518695,https://www.atlasofmutualheritage.nl/en/Leguan-Island.10532p
"Leguane Eiland","Leguan Island","Point(6.92755 -58.4146)",http://www.wikidata.org/entity/Q6518695,https://www.atlasofmutualheritage.nl/en/Leguan-Island.10532p
"Wakenaam Island","Wakenaam Island","Point(6.9936 -58.4364)",http://www.wikidata.org/entity/Q25210722,https://www.atlasofmutualheritage.nl/en/Wakenaam-Island.10533p
Wakename,"Wakenaam Island","Point(6.9936 -58.4364)",http://www.wikidata.org/entity/Q25210722,https://www.atlasofmutualheritage.nl/en/Wakenaam-Island.10533p
Margariten,"Wakenaam Island","Point(6.9936 -58.4364)",http://www.wikidata.org/entity/Q25210722,https://www.atlasofmutualheritage.nl/en/Wakenaam-Island.10533p
"Hog Island","Hog Island","Point(6.86021 -58.521)",,https://www.atlasofmutualheritage.nl/en/Hog-Island.10534p
Varkenseiland,"Hog Island","Point(6.86021 -58.521)",,https://www.atlasofmutualheritage.nl/en/Hog-Island.10534p
"Varken Eyland","Hog Island","Point(6.86021 -58.521)",,https://www.atlasofmutualheritage.nl/en/Hog-Island.10534p
Karrimirabboe,"Hog Island","Point(6.86021 -58.521)",,https://www.atlasofmutualheritage.nl/en/Hog-Island.10534p
Carrimirabboe,"Hog Island","Point(6.86021 -58.521)",,https://www.atlasofmutualheritage.nl/en/Hog-Island.10534p
"fort le Dauphin","Dauphin, fort le (Demerara)","Point(6.8223 -58.1636)",http://www.wikidata.org/entity/Q104534290,https://www.atlasofmutualheritage.nl/en/Dauphin-fort-le-(Demerara).10535c
"fort St. George","Dauphin, fort le (Demerara)","Point(6.8223 -58.1636)",http://www.wikidata.org/entity/Q104534290,https://www.atlasofmutualheritage.nl/en/Dauphin-fort-le-(Demerara).10535c
Kroonprins,"Dauphin, fort le (Demerara)","Point(6.8223 -58.1636)",http://www.wikidata.org/entity/Q104534290,https://www.atlasofmutualheritage.nl/en/Dauphin-fort-le-(Demerara).10535c
"Willem Frederik","Dauphin, fort le (Demerara)","Point(6.8223 -58.1636)",http://www.wikidata.org/entity/Q104534290,https://www.atlasofmutualheritage.nl/en/Dauphin-fort-le-(Demerara).10535c
Brandwacht,"Dauphin, fort le (Demerara)","Point(6.8223 -58.1636)",http://www.wikidata.org/entity/Q104534290,https://www.atlasofmutualheritage.nl/en/Dauphin-fort-le-(Demerara).10535c
"batterij La Reine","La Reine, batterij (Demerara)","Point(6.80805 -58.1793)",http://www.wikidata.org/entity/Q104534292,https://www.atlasofmutualheritage.nl/en/La-Reine-battery-(Demerara).10536c
Jamestown,Jamestown,"Point(37.209 -76.7794)",,https://www.atlasofmutualheritage.nl/en/Jamestown.10537p
"fort (St. Maarten) Gelderland","Gelderland, fort (St. Maarten)","Point(18.044 -63.0549)",http://www.wikidata.org/entity/Q104534295,https://www.atlasofmutualheritage.nl/en/Gelderland-fort-(St.-Maarten).10538c
Saint-Barthélemy,Saint-Barthélemy,"Point(17.8976 -62.8303)",http://www.wikidata.org/entity/Q25362,https://www.atlasofmutualheritage.nl/en/Saint-Barthelemy.10539p
"Saint Lucia","Saint Lucia","Point(13.8393 -61.0386)",,https://www.atlasofmutualheritage.nl/en/Saint-Lucia.10540p
Maricary,Maricary,"Point(2.01665 -50.4397)",http://www.wikidata.org/entity/Q104534297,https://www.atlasofmutualheritage.nl/en/Maricary.10542c
Maihecari,Maricary,"Point(2.01665 -50.4397)",http://www.wikidata.org/entity/Q104534297,https://www.atlasofmutualheritage.nl/en/Maricary.10542c
