namevariant,preflabel,coords,wikidata,atlasofmutualheritage
Appam,Apam,"Point(5.28 -0.74)",http://www.wikidata.org/entity/Q617438,https://www.atlasofmutualheritage.nl/en/Apam.684p
Axim,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Axim,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Axem,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Atsyn,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Atsijn,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Achin,Axim,"Point(4.87153 -2.24004)",http://www.wikidata.org/entity/Q792509,https://www.atlasofmutualheritage.nl/en/Axim.685p
Beyin,Beyin,"Point(5.00074 -2.64548)",http://www.wikidata.org/entity/Q4899870,https://www.atlasofmutualheritage.nl/en/Beyin.686p
Beyin,Beyin,"Point(5.00074 -2.64548)",http://www.wikidata.org/entity/Q4899870,https://www.atlasofmutualheritage.nl/en/Beyin.686p
Butri,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Butre,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Boutry,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Boetroe,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Boutrou,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Botury,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
Boutri,Butri,"Point(4.80337 -1.93946)",,https://www.atlasofmutualheritage.nl/en/Butri.687p
"Cape Coast","Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
Cabocors,"Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
"Cabo Corso","Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
Oguaa,"Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
Cors,"Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
Corse,"Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
"Kaap Korso","Cape Coast","Point(5.105 -1.2405)",,https://www.atlasofmutualheritage.nl/en/Cape-Coast.688p
Dixcove,Dixcove,"Point(4.79157 -1.95038)",http://www.wikidata.org/entity/Q1231673,https://www.atlasofmutualheritage.nl/en/Dixcove.689p
Dikjeschoof,Dixcove,"Point(4.79157 -1.95038)",http://www.wikidata.org/entity/Q1231673,https://www.atlasofmutualheritage.nl/en/Dixcove.689p
Dickscove,Dixcove,"Point(4.79157 -1.95038)",http://www.wikidata.org/entity/Q1231673,https://www.atlasofmutualheritage.nl/en/Dixcove.689p
"Goeree Island","Goeree Island","Point(14.6676 -17.3989)",http://www.wikidata.org/entity/Q244347,https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p
Gorée,"Goeree Island","Point(14.6676 -17.3989)",http://www.wikidata.org/entity/Q244347,https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p
Goeree,"Goeree Island","Point(14.6676 -17.3989)",http://www.wikidata.org/entity/Q244347,https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p
Gorea,"Goeree Island","Point(14.6676 -17.3989)",http://www.wikidata.org/entity/Q244347,https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p
Komenda,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Commany,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Comendo,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Commanians,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Commenda,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Comany,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Comedo,Komenda,"Point(5.0588 -1.46667)",,https://www.atlasofmutualheritage.nl/en/Komenda.691p
Mouri,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
Mourée,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
Mouri,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
Mori,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
More,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
Moure,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
Mauri,Mouri,"Point(5.1304 -1.19981)",http://www.wikidata.org/entity/Q6911238,https://www.atlasofmutualheritage.nl/en/Mouri.692p
"Princes Town","Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Pokesu,"Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Poquefoe,"Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
"Prinze Terre","Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Bokeshoe,"Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Pocquessoe,"Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Rockeso,"Princes Town","Point(4.79473 -2.1353)",,https://www.atlasofmutualheritage.nl/en/Princes-Town.693p
Sekondi,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Sacunde,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Saconde,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Secondi,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Saccondee,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Kaekonde,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
Sukkondi,Sekondi,"Point(4.93832 -1.70898)",http://www.wikidata.org/entity/Q243293,https://www.atlasofmutualheritage.nl/en/Sekondi.694p
"Senya Beraku","Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Beraku,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Berque,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Berqun,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
"Senya Beraku","Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Berku,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Barcu,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Bercoe,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Bercku,"Senya Beraku","Point(5.385 -0.495)",http://www.wikidata.org/entity/Q28943906,https://www.atlasofmutualheritage.nl/en/Senya-Beraku.695p
Shama,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Chama,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Sama,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Shama,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Samma,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Schama,Shama,"Point(5.02 -1.625)",http://www.wikidata.org/entity/Q226124,https://www.atlasofmutualheritage.nl/en/Shama.696p
Kronendal,Kronendal,,,
Buitenverwachting,Buitenverwachting,,,
"Cuijlen de","Cuijlen de",,,
"Kuylen de","Cuijlen de",,,
Malmesbury,Malmesbury,"Point(-33.4584 18.7213)",,https://www.atlasofmutualheritage.nl/en/Malmesbury.700p
Zwartland,Malmesbury,"Point(-33.4584 18.7213)",,https://www.atlasofmutualheritage.nl/en/Malmesbury.700p
Fuzhou,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Hockzieuw,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Hoksieu,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Focheu,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Hocsieu,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Hochsieu,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Fucheo,Fuzhou,"Point(26.0586 119.306)",http://www.wikidata.org/entity/Q1033221,https://www.atlasofmutualheritage.nl/en/Fuzhou.701p
Qeshm,Qeshm,"Point(26.9594 56.2732)",http://www.wikidata.org/entity/Q240719,https://www.atlasofmutualheritage.nl/en/Qeshm.702p
Kismus,Qeshm,"Point(26.9594 56.2732)",http://www.wikidata.org/entity/Q240719,https://www.atlasofmutualheritage.nl/en/Qeshm.702p
Gnismich,Qeshm,"Point(26.9594 56.2732)",http://www.wikidata.org/entity/Q240719,https://www.atlasofmutualheritage.nl/en/Qeshm.702p
Kismis,Qeshm,"Point(26.9594 56.2732)",http://www.wikidata.org/entity/Q240719,https://www.atlasofmutualheritage.nl/en/Qeshm.702p
Sharkej,Sharkej,,,
Sergees,Sharkej,,,
Sirkhej,Sharkej,,,
Sirches,Sharkej,,,
Sirgees,Sharkej,,,
Khambhat,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Cambaya,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Khambat,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Cambaja,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Cambaia,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Cambaija,Khambhat,"Point(22.3139 72.6201)",http://www.wikidata.org/entity/Q654010,https://www.atlasofmutualheritage.nl/en/Khambhat.704p
Muscat,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Musschat,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Mascatta,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Mosschetten,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Muskette,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Mascate,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Mascat,Muscat,"Point(23.5962 58.3947)",http://www.wikidata.org/entity/Q3826,https://www.atlasofmutualheritage.nl/en/Muscat.705p
Arakan,Arakan,"Point(20.5911 93.1928)",,https://www.atlasofmutualheritage.nl/en/Arakan.706p
Arackan,Arakan,"Point(20.5911 93.1928)",,https://www.atlasofmutualheritage.nl/en/Arakan.706p
"Mrauk U",Arakan,"Point(20.5911 93.1928)",,https://www.atlasofmutualheritage.nl/en/Arakan.706p
Gulegule,Gulegule,"Point(-3.81056 130.697)",,https://www.atlasofmutualheritage.nl/en/Gulegule.707p
Goelegoele,Gulegule,"Point(-3.81056 130.697)",,https://www.atlasofmutualheritage.nl/en/Gulegule.707p
Goeli-Goeli,Gulegule,"Point(-3.81056 130.697)",,https://www.atlasofmutualheritage.nl/en/Gulegule.707p
Raiebaagh,Raiebaagh,,,
"Banda Aceh","Banda Aceh","Point(5.55756 95.3143)",,https://www.atlasofmutualheritage.nl/en/Banda-Aceh.710p
Atjeh,"Banda Aceh","Point(5.55756 95.3143)",,https://www.atlasofmutualheritage.nl/en/Banda-Aceh.710p
Achin,"Banda Aceh","Point(5.55756 95.3143)",,https://www.atlasofmutualheritage.nl/en/Banda-Aceh.710p
Achem,"Banda Aceh","Point(5.55756 95.3143)",,https://www.atlasofmutualheritage.nl/en/Banda-Aceh.710p
Atchim,"Banda Aceh","Point(5.55756 95.3143)",,https://www.atlasofmutualheritage.nl/en/Banda-Aceh.710p
Pegu,Pegu,"Point(17.3372 96.4953)",,https://www.atlasofmutualheritage.nl/en/Pegu.711p
Pegu,Pegu,"Point(17.3372 96.4953)",,https://www.atlasofmutualheritage.nl/en/Pegu.711p
Lawayang,Lawayang,,,
Solor,Lawayang,,,
Keelung,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
Chi-lung,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
Kelangh,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
Quelang,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
Jilong,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
Heping,Chi-lung,"Point(25.157 121.766)",,https://www.atlasofmutualheritage.nl/en/Keelung.713p
"Hoop op Constantia","Hoop op Constantia","Point(-34.0389 18.413)",,https://www.atlasofmutualheritage.nl/en/Hoop-Constantia.714p
"Klein Constantia","Hoop op Constantia","Point(-34.0389 18.413)",,https://www.atlasofmutualheritage.nl/en/Hoop-Constantia.714p
Mangalore,Mangalore,"Point(12.8488 74.8386)",,https://www.atlasofmutualheritage.nl/en/Mangalore.716p
Mangalor,Mangalore,"Point(12.8488 74.8386)",,https://www.atlasofmutualheritage.nl/en/Mangalore.716p
Pallippuram,Pallippuram,,,
Paliporto,Pallippuram,,,
"Padricotta Parri","Padricotta Parri",,,
Edatouritti,Edatouritti,,,
Maparany,Maparany,,,
Poedoecoenatte,Poedoecoenatte,,,
Aynamaka,Aynamaka,,,
Poetenbare,Poetenbare,,,
Nallur,Nallur,,,
Naloer,Nallur,,,
Nalloer,Nallur,,,
Nalour,Nallur,,,
Arandere,Arandere,,,
Avissawella,Avissawella,"Point(6.9518 80.2126)",http://www.wikidata.org/entity/Q3537406,https://www.atlasofmutualheritage.nl/en/Avissawella.727p
Sitavaque,Avissawella,"Point(6.9518 80.2126)",http://www.wikidata.org/entity/Q3537406,https://www.atlasofmutualheritage.nl/en/Avissawella.727p
Situaque,Avissawella,"Point(6.9518 80.2126)",http://www.wikidata.org/entity/Q3537406,https://www.atlasofmutualheritage.nl/en/Avissawella.727p
Ruwanwella,Ruwanwella,,,
Ruanelle,Ruwanwella,,,
Tontotte,Tontotte,,,
"Chinnecallette Delle","Chinnecallette Delle",,,
Chinecalattadele,"Chinnecallette Delle",,,
Erkelenchene,Erkelenchene,,,
Erckelansiene,Erkelenchene,,,
Pittuancarre,Pittuancarre,,,
Hirado,Hirado,"Point(33.3727 129.557)",,https://www.atlasofmutualheritage.nl/en/Hirado.733p
Firando,Hirado,"Point(33.3727 129.557)",,https://www.atlasofmutualheritage.nl/en/Hirado.733p
Hirado,Hirado,"Point(33.3727 129.557)",,https://www.atlasofmutualheritage.nl/en/Hirado.733p
Firato,Hirado,"Point(33.3727 129.557)",,https://www.atlasofmutualheritage.nl/en/Hirado.733p
Tan-shui,Tan-shui,"Point(25.1699 121.44)",,https://www.atlasofmutualheritage.nl/en/Tan-shui.734p
Tamsuy,Tan-shui,"Point(25.1699 121.44)",,https://www.atlasofmutualheritage.nl/en/Tan-shui.734p
Tamsui,Tan-shui,"Point(25.1699 121.44)",,https://www.atlasofmutualheritage.nl/en/Tan-shui.734p
Tangswij,Tan-shui,"Point(25.1699 121.44)",,https://www.atlasofmutualheritage.nl/en/Tan-shui.734p
Missier,Missier,,,
"fort Tabanio","Tabanio, fort","Point(-3.75847 114.611)",http://www.wikidata.org/entity/Q51696483,https://www.atlasofmutualheritage.nl/en/Tabanio-fort.736c
"fort Tabenjouw","Tabanio, fort","Point(-3.75847 114.611)",http://www.wikidata.org/entity/Q51696483,https://www.atlasofmutualheritage.nl/en/Tabanio-fort.736c
Soecawayana,Soecawayana,,,
Soccawayana,Soecawayana,,,
"fort Kajoe Meirah","Kajoe Meirah, fort","Point(0.762256 127.373)",http://www.wikidata.org/entity/Q2320942,https://www.atlasofmutualheritage.nl/en/Kajoe-Meirah-fort.740c
"fort Kalamatta","Kajoe Meirah, fort","Point(0.762256 127.373)",http://www.wikidata.org/entity/Q2320942,https://www.atlasofmutualheritage.nl/en/Kajoe-Meirah-fort.740c
"fort Kayumerah","Kajoe Meirah, fort","Point(0.762256 127.373)",http://www.wikidata.org/entity/Q2320942,https://www.atlasofmutualheritage.nl/en/Kajoe-Meirah-fort.740c
"fort Kayu Merah","Kajoe Meirah, fort","Point(0.762256 127.373)",http://www.wikidata.org/entity/Q2320942,https://www.atlasofmutualheritage.nl/en/Kajoe-Meirah-fort.740c
"fort Kalamata","Kajoe Meirah, fort","Point(0.762256 127.373)",http://www.wikidata.org/entity/Q2320942,https://www.atlasofmutualheritage.nl/en/Kajoe-Meirah-fort.740c
Ngofakiaha,Ngofakiaha,"Point(0.36628 127.419)",,https://www.atlasofmutualheritage.nl/en/Ngofakiaha.742p
Gnofficquia,Ngofakiaha,"Point(0.36628 127.419)",,https://www.atlasofmutualheritage.nl/en/Ngofakiaha.742p
"fort Tabelolo","Tabelolo, fort","Point(0.277976 127.387)",http://www.wikidata.org/entity/Q104534220,https://www.atlasofmutualheritage.nl/en/Tabelolo-fort.743c
"fort Tabilolo","Tabelolo, fort","Point(0.277976 127.387)",http://www.wikidata.org/entity/Q104534220,https://www.atlasofmutualheritage.nl/en/Tabelolo-fort.743c
"fort Wailoa","Tabelolo, fort","Point(0.277976 127.387)",http://www.wikidata.org/entity/Q104534220,https://www.atlasofmutualheritage.nl/en/Tabelolo-fort.743c
Waynitoe,Waynitoe,"Point(-3.70547 128.16)",,https://www.atlasofmutualheritage.nl/en/Waynitoe.744p
Serikkembelo,Serikkembelo,"Point(-3.36092 127.944)",,https://www.atlasofmutualheritage.nl/en/Serikkembelo.745p
Cambello,Serikkembelo,"Point(-3.36092 127.944)",,https://www.atlasofmutualheritage.nl/en/Serikkembelo.745p
Asaudi,Asaude,"Point(-3.10868 127.959)",,https://www.atlasofmutualheritage.nl/en/Asaudi.746p
Assahoedi,Asaude,"Point(-3.10868 127.959)",,https://www.atlasofmutualheritage.nl/en/Asaudi.746p
Asahudi,Asaude,"Point(-3.10868 127.959)",,https://www.atlasofmutualheritage.nl/en/Asaudi.746p
Asaude,Asaude,"Point(-3.10868 127.959)",,https://www.atlasofmutualheritage.nl/en/Asaudi.746p
"onbekend China","onbekend China",,,
Dender,Dender,"Point(-4.5352 129.952)",,https://www.atlasofmutualheritage.nl/en/Dender.748p
"Demmer (Lontor)",Dender,"Point(-4.5352 129.952)",,https://www.atlasofmutualheritage.nl/en/Dender.748p
Denner,Dender,"Point(-4.5352 129.952)",,https://www.atlasofmutualheritage.nl/en/Dender.748p
Fombetokke,Fombetokke,,,
Fornetocke,Fombetokke,,,
Baghdad,Baghdad,"Point(33.3333 44.4333)",http://www.wikidata.org/entity/Q1530,https://www.atlasofmutualheritage.nl/en/Baghdad.750p
Baghdad,Baghdad,"Point(33.3333 44.4333)",http://www.wikidata.org/entity/Q1530,https://www.atlasofmutualheritage.nl/en/Baghdad.750p
Bagadeth,Baghdad,"Point(33.3333 44.4333)",http://www.wikidata.org/entity/Q1530,https://www.atlasofmutualheritage.nl/en/Baghdad.750p
"Band-e Kong","Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
"Bandar-e Kong","Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
"Bande Kong","Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
Congo,"Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
Kung,"Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
Kongho,"Band-e Kong","Point(26.5975 54.9383)",,https://www.atlasofmutualheritage.nl/en/Band-e-Kong.751p
Jiddah,Jiddah,"Point(21.5604 39.1631)",,https://www.atlasofmutualheritage.nl/en/Jiddah.752p
Djeddah,Jiddah,"Point(21.5604 39.1631)",,https://www.atlasofmutualheritage.nl/en/Jiddah.752p
Jedda,Jiddah,"Point(21.5604 39.1631)",,https://www.atlasofmutualheritage.nl/en/Jiddah.752p
Sjedda,Jiddah,"Point(21.5604 39.1631)",,https://www.atlasofmutualheritage.nl/en/Jiddah.752p
"Cidade de Iudda",Jiddah,"Point(21.5604 39.1631)",,https://www.atlasofmutualheritage.nl/en/Jiddah.752p
Lar,Lar,"Point(27.6838 54.3411)",,https://www.atlasofmutualheritage.nl/en/Lar.753p
Lar,Lar,"Point(27.6838 54.3411)",,https://www.atlasofmutualheritage.nl/en/Lar.753p
Karaikal,Karaikal,"Point(10.9272 79.8371)",http://www.wikidata.org/entity/Q277258,https://www.atlasofmutualheritage.nl/en/Karaikal.754p
Karikal,Karaikal,"Point(10.9272 79.8371)",http://www.wikidata.org/entity/Q277258,https://www.atlasofmutualheritage.nl/en/Karaikal.754p
Carcal,Karaikal,"Point(10.9272 79.8371)",http://www.wikidata.org/entity/Q277258,https://www.atlasofmutualheritage.nl/en/Karaikal.754p
Karkalla,Karaikal,"Point(10.9272 79.8371)",http://www.wikidata.org/entity/Q277258,https://www.atlasofmutualheritage.nl/en/Karaikal.754p
Bangkok,Bangkok,"Point(13.7333 100.5)",http://www.wikidata.org/entity/Q1861,https://www.atlasofmutualheritage.nl/en/Bangkok.755p
Bankock,Bangkok,"Point(13.7333 100.5)",http://www.wikidata.org/entity/Q1861,https://www.atlasofmutualheritage.nl/en/Bangkok.755p
Bancok,Bangkok,"Point(13.7333 100.5)",http://www.wikidata.org/entity/Q1861,https://www.atlasofmutualheritage.nl/en/Bangkok.755p
Bankoq,Bangkok,"Point(13.7333 100.5)",http://www.wikidata.org/entity/Q1861,https://www.atlasofmutualheritage.nl/en/Bangkok.755p
Sukadana,Sukadana,"Point(-1.22969 109.952)",,https://www.atlasofmutualheritage.nl/en/Sukadana.756p
Sukadana,Sukadana,"Point(-1.22969 109.952)",,https://www.atlasofmutualheritage.nl/en/Sukadana.756p
Saccadan,Sukadana,"Point(-1.22969 109.952)",,https://www.atlasofmutualheritage.nl/en/Sukadana.756p
Sucadano,Sukadana,"Point(-1.22969 109.952)",,https://www.atlasofmutualheritage.nl/en/Sukadana.756p
Succadana,Sukadana,"Point(-1.22969 109.952)",,https://www.atlasofmutualheritage.nl/en/Sukadana.756p
Moti,Moti,"Point(0.433333 127.4)",,https://www.atlasofmutualheritage.nl/en/Moti.757p
Motir,Moti,"Point(0.433333 127.4)",,https://www.atlasofmutualheritage.nl/en/Moti.757p
Moti,Moti,"Point(0.433333 127.4)",,https://www.atlasofmutualheritage.nl/en/Moti.757p
"Moti Timor",Moti,"Point(0.433333 127.4)",,https://www.atlasofmutualheritage.nl/en/Moti.757p
Nussatello,Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
Monsatello,Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
"Drie Gebroeders",Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
"Poeloe Tiga",Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
"Pulau Ela",Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
Nusatelu,Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
Ureng,Ureng,"Point(-3.65195 127.907)",,https://www.atlasofmutualheritage.nl/en/Nussatello.758p
Geser,Geser,"Point(-3.88207 130.897)",,https://www.atlasofmutualheritage.nl/en/Geser.759p
Geser,Geser,"Point(-3.88207 130.897)",,https://www.atlasofmutualheritage.nl/en/Geser.759p
Gesser,Geser,"Point(-3.88207 130.897)",,https://www.atlasofmutualheritage.nl/en/Geser.759p
Peng-Hu,Peng-Hu,"Point(23.5529 119.548)",,https://www.atlasofmutualheritage.nl/en/Peng-Hu.760p
Pehoe,Peng-Hu,"Point(23.5529 119.548)",,https://www.atlasofmutualheritage.nl/en/Peng-Hu.760p
Penghoe,Peng-Hu,"Point(23.5529 119.548)",,https://www.atlasofmutualheritage.nl/en/Peng-Hu.760p
